,lags,params,custom_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
9,[1 2 3 4 5 6 7],"{'n_estimators': 900, 'max_depth': 8, 'learning_rate': 0.01790331128055825, 'subsample': 0.6349886915005383, 'colsample_bytree': 0.6011066731548598, 'gamma': 0.15895964414472274, 'reg_alpha': 0.1530705151247731, 'reg_lambda': 0.6955295287709109}",79.73154686159698,900.0,8.0,0.01790331128055825,0.6349886915005383,0.6011066731548598,0.15895964414472274,0.1530705151247731,0.6955295287709109
84,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.25272035126051207, 'subsample': 0.608649288555119, 'colsample_bytree': 0.4829055453318535, 'gamma': 0.3193228443592181, 'reg_alpha': 0.9679022859803533, 'reg_lambda': 0.44936793403023895}",79.78089209079326,1100.0,3.0,0.25272035126051207,0.608649288555119,0.4829055453318535,0.3193228443592181,0.9679022859803533,0.44936793403023895
149,[1 2 3 4 5 6 7],"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.1888491383891726, 'subsample': 0.5146357585244613, 'colsample_bytree': 0.48589826920191204, 'gamma': 0.20035185787581056, 'reg_alpha': 0.9999595440253597, 'reg_lambda': 0.5336021663129143}",79.81919033405903,600.0,3.0,0.1888491383891726,0.5146357585244613,0.48589826920191204,0.20035185787581056,0.9999595440253597,0.5336021663129143
185,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.19450178446952132, 'subsample': 0.5261715102308757, 'colsample_bytree': 0.558770219742023, 'gamma': 0.5182592830797781, 'reg_alpha': 0.8474733643921386, 'reg_lambda': 0.5108565484223219}",79.8696389912561,1200.0,3.0,0.19450178446952132,0.5261715102308757,0.558770219742023,0.5182592830797781,0.8474733643921386,0.5108565484223219
175,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 9, 'learning_rate': 0.21390365374216397, 'subsample': 0.5500538228114359, 'colsample_bytree': 0.9031443570977965, 'gamma': 0.3078093061071398, 'reg_alpha': 0.812786959606532, 'reg_lambda': 0.42520114784977947}",79.90551991610172,1100.0,9.0,0.21390365374216397,0.5500538228114359,0.9031443570977965,0.3078093061071398,0.812786959606532,0.42520114784977947
159,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.21230107036995643, 'subsample': 0.4764420904874056, 'colsample_bytree': 0.5635264103112125, 'gamma': 0.6798395437239741, 'reg_alpha': 0.7380128847364121, 'reg_lambda': 0.4573365035793208}",80.08194815091755,1100.0,3.0,0.21230107036995643,0.4764420904874056,0.5635264103112125,0.6798395437239741,0.7380128847364121,0.4573365035793208
126,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.21488257327682372, 'subsample': 0.646200464225369, 'colsample_bytree': 0.6325199130885639, 'gamma': 0.23993649295682856, 'reg_alpha': 0.8480738069409949, 'reg_lambda': 0.5072576858348677}",80.35730313698899,1100.0,3.0,0.21488257327682372,0.646200464225369,0.6325199130885639,0.23993649295682856,0.8480738069409949,0.5072576858348677
138,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.23973442979229487, 'subsample': 0.7385072465459195, 'colsample_bytree': 0.641364303663615, 'gamma': 0.6401836282954956, 'reg_alpha': 0.8650055991649817, 'reg_lambda': 0.4527090626937107}",80.38868517069062,400.0,3.0,0.23973442979229487,0.7385072465459195,0.641364303663615,0.6401836282954956,0.8650055991649817,0.4527090626937107
73,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.16196786395043405, 'subsample': 0.5333698365930037, 'colsample_bytree': 0.6753240597834496, 'gamma': 0.10924500744332422, 'reg_alpha': 0.7270663539766536, 'reg_lambda': 0.4801484513216983}",80.42521481391556,1100.0,3.0,0.16196786395043405,0.5333698365930037,0.6753240597834496,0.10924500744332422,0.7270663539766536,0.4801484513216983
8,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.3842045923072357, 'subsample': 0.3192997370831866, 'colsample_bytree': 0.2748006645208938, 'gamma': 0.5724569574914731, 'reg_alpha': 0.09571251661238711, 'reg_lambda': 0.8853268262751396}",80.4486818019864,1100.0,3.0,0.3842045923072357,0.3192997370831866,0.2748006645208938,0.5724569574914731,0.09571251661238711,0.8853268262751396
44,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 4, 'learning_rate': 0.10594527529880553, 'subsample': 0.41577964016648705, 'colsample_bytree': 0.5511995704129559, 'gamma': 0.6811562596885926, 'reg_alpha': 0.6493925727944784, 'reg_lambda': 0.7050680697618454}",80.46456407518474,1000.0,4.0,0.10594527529880553,0.41577964016648705,0.5511995704129559,0.6811562596885926,0.6493925727944784,0.7050680697618454
114,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.23726876615422932, 'subsample': 0.6858910116367278, 'colsample_bytree': 0.5197678171630326, 'gamma': 0.11066954593973093, 'reg_alpha': 0.9224008159251772, 'reg_lambda': 0.48818019759570075}",80.49356599149377,1100.0,3.0,0.23726876615422932,0.6858910116367278,0.5197678171630326,0.11066954593973093,0.9224008159251772,0.48818019759570075
160,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 10, 'learning_rate': 0.3262085881900487, 'subsample': 0.7628059087122364, 'colsample_bytree': 0.6292138100888891, 'gamma': 0.3297581840488764, 'reg_alpha': 0.9765497171853773, 'reg_lambda': 0.9777476242133873}",80.58713500384695,1200.0,10.0,0.3262085881900487,0.7628059087122364,0.6292138100888891,0.3297581840488764,0.9765497171853773,0.9777476242133873
33,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 8, 'learning_rate': 0.20127234760132473, 'subsample': 0.4927164879292415, 'colsample_bytree': 0.817442316809036, 'gamma': 0.6572380002679394, 'reg_alpha': 0.7818674457104136, 'reg_lambda': 0.5772090518247306}",80.68570042810806,400.0,8.0,0.20127234760132473,0.4927164879292415,0.817442316809036,0.6572380002679394,0.7818674457104136,0.5772090518247306
83,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.275629779418113, 'subsample': 0.5689115122808365, 'colsample_bytree': 0.5830157288406297, 'gamma': 0.12616783406255555, 'reg_alpha': 0.8744604876089505, 'reg_lambda': 0.4985685296094172}",80.77463719861981,1100.0,3.0,0.275629779418113,0.5689115122808365,0.5830157288406297,0.12616783406255555,0.8744604876089505,0.4985685296094172
24,[1 2 3 4 5 6 7],"{'n_estimators': 700, 'max_depth': 9, 'learning_rate': 0.32173390096466464, 'subsample': 0.5218952810152699, 'colsample_bytree': 0.9141758380569953, 'gamma': 0.6534601591988561, 'reg_alpha': 0.9647072863470545, 'reg_lambda': 0.7741238818989555}",80.82774005971334,700.0,9.0,0.32173390096466464,0.5218952810152699,0.9141758380569953,0.6534601591988561,0.9647072863470545,0.7741238818989555
82,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.23431871674466628, 'subsample': 0.7226697530627368, 'colsample_bytree': 0.6108920256576379, 'gamma': 0.23631222247827605, 'reg_alpha': 0.9358652991284163, 'reg_lambda': 0.42128916773740105}",80.94910588668058,1000.0,3.0,0.23431871674466628,0.7226697530627368,0.6108920256576379,0.23631222247827605,0.9358652991284163,0.42128916773740105
90,[1 2 3 4 5 6 7],"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.24011182683169963, 'subsample': 0.6391404589417731, 'colsample_bytree': 0.757477854063984, 'gamma': 0.16509129173321588, 'reg_alpha': 0.708698135229919, 'reg_lambda': 0.6548726342870956}",81.03218053261953,500.0,4.0,0.24011182683169963,0.6391404589417731,0.757477854063984,0.16509129173321588,0.708698135229919,0.6548726342870956
155,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2785173533361094, 'subsample': 0.6608240261314685, 'colsample_bytree': 0.589149326050999, 'gamma': 0.5954664276818503, 'reg_alpha': 0.7743350984393492, 'reg_lambda': 0.7574524754938209}",81.28255938173167,1100.0,3.0,0.2785173533361094,0.6608240261314685,0.589149326050999,0.5954664276818503,0.7743350984393492,0.7574524754938209
38,[1 2 3 4 5 6 7],"{'n_estimators': 700, 'max_depth': 10, 'learning_rate': 0.362650727517368, 'subsample': 0.5559788198802031, 'colsample_bytree': 0.509464211019147, 'gamma': 0.4582122091349964, 'reg_alpha': 0.748096184260553, 'reg_lambda': 0.33106428446135044}",81.31544672624818,700.0,10.0,0.362650727517368,0.5559788198802031,0.509464211019147,0.4582122091349964,0.748096184260553,0.33106428446135044
13,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 4, 'learning_rate': 0.1384440058579713, 'subsample': 0.7027187455935222, 'colsample_bytree': 0.9826746994213877, 'gamma': 0.7304554585233836, 'reg_alpha': 0.4976680321330942, 'reg_lambda': 0.977013659215851}",81.36273869794366,1200.0,4.0,0.1384440058579713,0.7027187455935222,0.9826746994213877,0.7304554585233836,0.4976680321330942,0.977013659215851
72,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.18341916531627794, 'subsample': 0.5783287240934863, 'colsample_bytree': 0.699453971235841, 'gamma': 0.14745284377192386, 'reg_alpha': 0.6730977737733264, 'reg_lambda': 0.6237518945847297}",81.4946701539375,1000.0,3.0,0.18341916531627794,0.5783287240934863,0.699453971235841,0.14745284377192386,0.6730977737733264,0.6237518945847297
79,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 4, 'learning_rate': 0.14396057554687278, 'subsample': 0.5143066259401103, 'colsample_bytree': 0.962456450672839, 'gamma': 0.22317013896761323, 'reg_alpha': 0.9032774255201019, 'reg_lambda': 0.6860005148330286}",81.73550428351123,1100.0,4.0,0.14396057554687278,0.5143066259401103,0.962456450672839,0.22317013896761323,0.9032774255201019,0.6860005148330286
104,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.25862231929759566, 'subsample': 0.65550670749097, 'colsample_bytree': 0.5997126472837576, 'gamma': 0.31389842819528607, 'reg_alpha': 0.9550051088690508, 'reg_lambda': 0.42415650238100616}",81.92692581294538,1200.0,3.0,0.25862231929759566,0.65550670749097,0.5997126472837576,0.31389842819528607,0.9550051088690508,0.42415650238100616
192,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.1893934445841806, 'subsample': 0.6366454274010566, 'colsample_bytree': 0.6243816740275365, 'gamma': 0.2772278286944667, 'reg_alpha': 0.7954732409234847, 'reg_lambda': 0.4509361991534424}",81.99845204542515,1200.0,3.0,0.1893934445841806,0.6366454274010566,0.6243816740275365,0.2772278286944667,0.7954732409234847,0.4509361991534424
166,[1 2 3 4 5 6 7],"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.22022666567108615, 'subsample': 0.5917886208579909, 'colsample_bytree': 0.6560667157623183, 'gamma': 0.38578725842959005, 'reg_alpha': 0.6790041681736375, 'reg_lambda': 0.5138452628201556}",82.04562483731252,500.0,3.0,0.22022666567108615,0.5917886208579909,0.6560667157623183,0.38578725842959005,0.6790041681736375,0.5138452628201556
184,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.23850892667861925, 'subsample': 0.6812968010039817, 'colsample_bytree': 0.5024370420163886, 'gamma': 0.3251494120025556, 'reg_alpha': 0.7655001627898035, 'reg_lambda': 0.5542573783572323}",82.38081909735769,1100.0,3.0,0.23850892667861925,0.6812968010039817,0.5024370420163886,0.3251494120025556,0.7655001627898035,0.5542573783572323
165,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.24258704185750032, 'subsample': 0.6328862298454186, 'colsample_bytree': 0.8317310292251436, 'gamma': 0.31350962875648547, 'reg_alpha': 0.7268421980555626, 'reg_lambda': 0.49386787416845135}",82.57726384361759,1100.0,3.0,0.24258704185750032,0.6328862298454186,0.8317310292251436,0.31350962875648547,0.7268421980555626,0.49386787416845135
146,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.3123086554026475, 'subsample': 0.6814562338041934, 'colsample_bytree': 0.5081295092893107, 'gamma': 0.22282818058960818, 'reg_alpha': 0.9329073032356026, 'reg_lambda': 0.5155192146628241}",82.65918368875101,1200.0,3.0,0.3123086554026475,0.6814562338041934,0.5081295092893107,0.22282818058960818,0.9329073032356026,0.5155192146628241
71,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.21326647225083845, 'subsample': 0.5458817741921276, 'colsample_bytree': 0.6655456177111687, 'gamma': 0.2173626084531691, 'reg_alpha': 0.6486419465478579, 'reg_lambda': 0.5912788483969766}",82.70000920955262,1100.0,3.0,0.21326647225083845,0.5458817741921276,0.6655456177111687,0.2173626084531691,0.6486419465478579,0.5912788483969766
3,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.18727644125493392, 'subsample': 0.30543690779106003, 'colsample_bytree': 0.36434264174994646, 'gamma': 0.6309761238544878, 'reg_alpha': 0.09210493994507518, 'reg_lambda': 0.43370117267952824}",82.94321415007643,1000.0,5.0,0.18727644125493392,0.30543690779106003,0.36434264174994646,0.6309761238544878,0.09210493994507518,0.43370117267952824
96,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.22348438026105577, 'subsample': 0.755276467079769, 'colsample_bytree': 0.4876490914709155, 'gamma': 0.28089899022283016, 'reg_alpha': 0.999321937768795, 'reg_lambda': 0.4030141387751742}",83.36284828108197,1000.0,3.0,0.22348438026105577,0.755276467079769,0.4876490914709155,0.28089899022283016,0.999321937768795,0.4030141387751742
45,[1 2 3 4 5 6 7],"{'n_estimators': 800, 'max_depth': 3, 'learning_rate': 0.1720204301767497, 'subsample': 0.483055883403499, 'colsample_bytree': 0.7319430113862968, 'gamma': 0.6207471886031484, 'reg_alpha': 0.692500425134145, 'reg_lambda': 0.7515294526382696}",83.39828030571185,800.0,3.0,0.1720204301767497,0.483055883403499,0.7319430113862968,0.6207471886031484,0.692500425134145,0.7515294526382696
129,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 9, 'learning_rate': 0.28829530825163263, 'subsample': 0.49452599471061426, 'colsample_bytree': 0.6205528052386418, 'gamma': 0.3368790843374598, 'reg_alpha': 0.788709483431864, 'reg_lambda': 0.5890929621975365}",83.46590559480275,1200.0,9.0,0.28829530825163263,0.49452599471061426,0.6205528052386418,0.3368790843374598,0.788709483431864,0.5890929621975365
76,[1 2 3 4 5 6 7],"{'n_estimators': 1000, 'max_depth': 10, 'learning_rate': 0.2524622730008318, 'subsample': 0.5627001430488795, 'colsample_bytree': 0.6393350174193995, 'gamma': 0.1691404142358464, 'reg_alpha': 0.6927247222657915, 'reg_lambda': 0.4537728518094909}",83.63600700540891,1000.0,10.0,0.2524622730008318,0.5627001430488795,0.6393350174193995,0.1691404142358464,0.6927247222657915,0.4537728518094909
99,[1 2 3 4 5 6 7],"{'n_estimators': 700, 'max_depth': 4, 'learning_rate': 0.19782663358969288, 'subsample': 0.7952258797116004, 'colsample_bytree': 0.5410482065513775, 'gamma': 0.3476741010543432, 'reg_alpha': 0.9272294381572791, 'reg_lambda': 0.3731188270924617}",83.83231235743068,700.0,4.0,0.19782663358969288,0.7952258797116004,0.5410482065513775,0.3476741010543432,0.9272294381572791,0.3731188270924617
199,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.25610932628092037, 'subsample': 0.6721591157937635, 'colsample_bytree': 0.8467165078326305, 'gamma': 0.1677386405777604, 'reg_alpha': 0.6869230820086025, 'reg_lambda': 0.5042957918052314}",83.95065570641961,1200.0,3.0,0.25610932628092037,0.6721591157937635,0.8467165078326305,0.1677386405777604,0.6869230820086025,0.5042957918052314
153,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2548107906784092, 'subsample': 0.6042860628761066, 'colsample_bytree': 0.4672654408158924, 'gamma': 0.5472787379730744, 'reg_alpha': 0.6808754569189455, 'reg_lambda': 0.44350042864700273}",83.98347587588435,1200.0,3.0,0.2548107906784092,0.6042860628761066,0.4672654408158924,0.5472787379730744,0.6808754569189455,0.44350042864700273
27,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.228456051275748, 'subsample': 0.5333169340650854, 'colsample_bytree': 0.8914899568702177, 'gamma': 0.8235907918432451, 'reg_alpha': 0.9122836450279804, 'reg_lambda': 0.7337748934454719}",84.44697296509347,400.0,9.0,0.228456051275748,0.5333169340650854,0.8914899568702177,0.8235907918432451,0.9122836450279804,0.7337748934454719
179,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.1896642714360622, 'subsample': 0.5020020694094655, 'colsample_bytree': 0.5540252365569689, 'gamma': 0.4150895380580853, 'reg_alpha': 0.7332422824837613, 'reg_lambda': 0.5000384322756513}",84.51059480115086,1200.0,3.0,0.1896642714360622,0.5020020694094655,0.5540252365569689,0.4150895380580853,0.7332422824837613,0.5000384322756513
35,[1 2 3 4 5 6 7],"{'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.18920158971846385, 'subsample': 0.4293803138574385, 'colsample_bytree': 0.7503241426823951, 'gamma': 0.6127887236554421, 'reg_alpha': 0.932703823770914, 'reg_lambda': 0.37107342462906917}",84.51920202803282,400.0,9.0,0.18920158971846385,0.4293803138574385,0.7503241426823951,0.6127887236554421,0.932703823770914,0.37107342462906917
182,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 3, 'learning_rate': 0.2078629289258888, 'subsample': 0.6537459686184794, 'colsample_bytree': 0.6038383271267729, 'gamma': 0.29493276775094995, 'reg_alpha': 0.736056592334457, 'reg_lambda': 0.47628871578530246}",84.79553301266353,1200.0,3.0,0.2078629289258888,0.6537459686184794,0.6038383271267729,0.29493276775094995,0.736056592334457,0.47628871578530246
60,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 5, 'learning_rate': 0.24080923176542768, 'subsample': 0.6392347065271191, 'colsample_bytree': 0.5241899865379347, 'gamma': 0.0918479715521428, 'reg_alpha': 0.8019795981263863, 'reg_lambda': 0.2561758237958104}",84.99465792841798,1100.0,5.0,0.24080923176542768,0.6392347065271191,0.5241899865379347,0.0918479715521428,0.8019795981263863,0.2561758237958104
157,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.26384523701577184, 'subsample': 0.6885917075983614, 'colsample_bytree': 0.515528774474168, 'gamma': 0.28666392126087575, 'reg_alpha': 0.7171495806126444, 'reg_lambda': 0.7188319938293669}",85.02525890517519,1100.0,3.0,0.26384523701577184,0.6885917075983614,0.515528774474168,0.28666392126087575,0.7171495806126444,0.7188319938293669
47,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 4, 'learning_rate': 0.21524129464008407, 'subsample': 0.5868295472183427, 'colsample_bytree': 0.6495257901835264, 'gamma': 0.7602064372680919, 'reg_alpha': 0.6286759367148573, 'reg_lambda': 0.5627461532989607}",85.42946275090057,1100.0,4.0,0.21524129464008407,0.5868295472183427,0.6495257901835264,0.7602064372680919,0.6286759367148573,0.5627461532989607
167,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2598589041974071, 'subsample': 0.7063206657095453, 'colsample_bytree': 0.6854174035604117, 'gamma': 0.4763343958646449, 'reg_alpha': 0.9410201489159367, 'reg_lambda': 0.3777467040025755}",85.63108735119268,1100.0,3.0,0.2598589041974071,0.7063206657095453,0.6854174035604117,0.4763343958646449,0.9410201489159367,0.3777467040025755
120,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.18482054738744075, 'subsample': 0.7314501365660405, 'colsample_bytree': 0.6519195699708006, 'gamma': 0.43604668048649187, 'reg_alpha': 0.9374324590542433, 'reg_lambda': 0.5353970968532649}",85.65369006327418,1100.0,3.0,0.18482054738744075,0.7314501365660405,0.6519195699708006,0.43604668048649187,0.9374324590542433,0.5353970968532649
116,[1 2 3 4 5 6 7],"{'n_estimators': 600, 'max_depth': 6, 'learning_rate': 0.20152478143133848, 'subsample': 0.6455156512465734, 'colsample_bytree': 0.6112932471922349, 'gamma': 0.2684244790035438, 'reg_alpha': 0.8868355486851239, 'reg_lambda': 0.43975120869312456}",85.67006079565566,600.0,6.0,0.20152478143133848,0.6455156512465734,0.6112932471922349,0.2684244790035438,0.8868355486851239,0.43975120869312456
50,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 4, 'learning_rate': 0.24415047553214644, 'subsample': 0.6377867758213629, 'colsample_bytree': 0.4732431655819147, 'gamma': 0.12651517064850099, 'reg_alpha': 0.708040897674319, 'reg_lambda': 0.5033353036732258}",85.87420663679374,1200.0,4.0,0.24415047553214644,0.6377867758213629,0.4732431655819147,0.12651517064850099,0.708040897674319,0.5033353036732258
136,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 6, 'learning_rate': 0.2592424319323666, 'subsample': 0.614849095505007, 'colsample_bytree': 0.49095091379440586, 'gamma': 0.5278857487742598, 'reg_alpha': 0.9161378960962399, 'reg_lambda': 0.5231338120273005}",85.92892119225357,1100.0,6.0,0.2592424319323666,0.614849095505007,0.49095091379440586,0.5278857487742598,0.9161378960962399,0.5231338120273005
